issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2019-04-01,26725,15.81, 60 months,D,MORTGAGE,small_business,62205.0,13.56,643,Fully Paid
2019-04-01,30314,5.0, 36 months,A,MORTGAGE,other,37465.0,16.02,831,Fully Paid
2019-04-01,12906,12.72, 60 months,C,MORTGAGE,credit_card,45252.0,21.76,616,Fully Paid
2019-04-01,17911,5.69, 36 months,B,OWN,other,62763.0,8.62,800,Fully Paid
2019-04-01,16453,5.0, 36 months,A,MORTGAGE,small_business,119975.0,9.33,705,Fully Paid
2019-04-01,33225,5.0, 36 months,A,RENT,debt_consolidation,134203.0,6.81,830,Fully Paid
2019-04-01,31185,5.0, 36 months,A,OWN,credit_card,90210.0,17.09,610,Fully Paid
2019-04-01,22731,5.0, 36 months,A,RENT,small_business,65189.0,17.49,645,Fully Paid
2019-04-01,22250,9.59, 60 months,B,RENT,debt_consolidation,80831.0,23.36,648,Fully Paid
2019-04-01,2864,21.63, 36 months,F,RENT,small_business,84002.0,11.82,634,Fully Paid
2019-04-01,10481,7.29, 36 months,B,RENT,small_business,74990.0,20.39,712,Fully Paid
2019-04-01,20463,22.5, 60 months,F,OWN,debt_consolidation,100793.0,14.29,600,Charged Off
2019-04-01,20734,5.0, 60 months,A,MORTGAGE,credit_card,71265.0,11.24,776,Fully Paid
2019-04-01,19991,14.96, 60 months,D,RENT,debt_consolidation,61984.0,15.26,739,Fully Paid
2019-04-01,3762,13.41, 36 months,C,RENT,debt_consolidation,87914.0,23.85,619,Fully Paid
2019-04-01,29613,19.97, 60 months,F,RENT,debt_consolidation,37265.0,19.65,750,Fully Paid
2019-04-01,1614,5.0, 60 months,A,RENT,small_business,81217.0,7.21,801,Fully Paid
2019-04-01,14095,5.0, 36 months,A,MORTGAGE,debt_consolidation,51932.0,5.1,673,Fully Paid
2019-04-01,10027,5.0, 36 months,A,MORTGAGE,debt_consolidation,36199.0,11.51,831,Fully Paid
2019-04-01,13998,8.01, 36 months,B,OWN,debt_consolidation,43442.0,26.53,736,Fully Paid
2019-04-01,12996,16.74, 36 months,D,OWN,debt_consolidation,42170.0,27.18,614,Fully Paid
2019-04-01,5501,17.08, 36 months,D,RENT,debt_consolidation,77704.0,5.27,602,Fully Paid
2019-04-01,1687,5.0, 36 months,A,MORTGAGE,credit_card,62191.0,15.38,814,Charged Off
2019-04-01,3751,5.0, 60 months,A,MORTGAGE,debt_consolidation,43672.0,9.41,661,Fully Paid
2019-04-01,10521,5.43, 36 months,B,RENT,credit_card,97993.0,27.52,780,Fully Paid
2019-04-01,14149,7.57, 60 months,B,MORTGAGE,debt_consolidation,108384.0,16.72,724,Fully Paid
2019-04-01,4559,5.75, 36 months,B,RENT,home_improvement,93422.0,20.14,769,Fully Paid
2019-04-01,6655,12.16, 36 months,C,MORTGAGE,debt_consolidation,15000.0,13.04,607,Charged Off
2019-04-01,25860,15.03, 36 months,D,RENT,debt_consolidation,85924.0,19.31,784,Fully Paid
2019-04-01,27847,13.39, 36 months,C,RENT,credit_card,72136.0,12.65,811,Fully Paid
2019-04-01,21873,6.75, 60 months,B,MORTGAGE,debt_consolidation,25634.0,11.26,770,Fully Paid
2019-04-01,28314,5.0, 36 months,A,RENT,debt_consolidation,32890.0,10.67,813,Fully Paid
2019-04-01,25666,7.42, 36 months,B,MORTGAGE,small_business,75625.0,26.23,608,Fully Paid
2019-04-01,15295,11.54, 36 months,C,MORTGAGE,debt_consolidation,43310.0,9.47,839,Fully Paid
2019-04-01,5854,17.21, 36 months,E,MORTGAGE,credit_card,95565.0,5.0,779,Fully Paid
2019-04-01,27558,15.14, 36 months,D,RENT,credit_card,100449.0,7.2,708,Fully Paid
2019-05-01,33920,9.23, 36 months,B,MORTGAGE,debt_consolidation,107988.0,0.0,688,Fully Paid
2019-05-01,31093,19.44, 36 months,F,RENT,credit_card,54253.0,21.31,746,Fully Paid
2019-05-01,23758,17.23, 36 months,F,RENT,credit_card,67580.0,7.94,832,Fully Paid
2019-05-01,20173,5.0, 36 months,A,RENT,debt_consolidation,96028.0,8.44,617,Fully Paid
2019-05-01,23042,24.81, 36 months,G,MORTGAGE,small_business,49916.0,19.26,648,Charged Off
2019-05-01,12243,25.82, 36 months,G,MORTGAGE,home_improvement,46040.0,19.33,702,Charged Off
2019-05-01,6231,8.64, 36 months,B,MORTGAGE,debt_consolidation,74747.0,16.84,657,Charged Off
2019-05-01,29580,8.03, 36 months,B,OWN,debt_consolidation,49656.0,3.66,685,Fully Paid
2019-05-01,32782,14.57, 36 months,D,RENT,home_improvement,84538.0,11.84,694,Charged Off
2019-05-01,14673,5.0, 36 months,A,MORTGAGE,credit_card,70146.0,27.06,656,Fully Paid
2019-05-01,3036,6.13, 36 months,B,MORTGAGE,debt_consolidation,114983.0,22.28,716,Fully Paid
2019-05-01,23541,13.21, 36 months,C,MORTGAGE,debt_consolidation,65604.0,15.31,684,Fully Paid
2019-05-01,21518,9.85, 36 months,C,MORTGAGE,debt_consolidation,41839.0,13.85,842,Fully Paid
2019-05-01,6854,5.0, 36 months,A,OWN,debt_consolidation,72917.0,27.93,772,Fully Paid
2019-05-01,11739,7.82, 36 months,B,MORTGAGE,debt_consolidation,112522.0,26.31,764,Fully Paid
2019-05-01,33110,23.07, 36 months,G,RENT,small_business,95225.0,24.14,835,Fully Paid
2019-05-01,24799,5.0, 60 months,A,RENT,other,33119.0,20.77,684,Fully Paid
2019-05-01,4484,12.3, 36 months,C,OWN,debt_consolidation,61349.0,14.52,728,Fully Paid
2019-05-01,29065,12.11, 36 months,C,MORTGAGE,debt_consolidation,79640.0,19.93,666,Fully Paid
2019-05-01,19974,5.0, 36 months,A,MORTGAGE,other,99480.0,11.26,604,Fully Paid
2019-05-01,27720,7.28, 36 months,B,RENT,home_improvement,94837.0,21.49,801,Fully Paid
2019-05-01,6894,11.9, 36 months,C,RENT,debt_consolidation,91820.0,14.27,706,Fully Paid
2019-05-01,5345,5.0, 36 months,A,OWN,debt_consolidation,85901.0,9.85,841,Fully Paid
2019-05-01,13228,20.62, 36 months,F,MORTGAGE,debt_consolidation,63063.0,17.49,657,Charged Off
2019-05-01,27778,13.7, 36 months,C,RENT,debt_consolidation,59497.0,1.09,678,Fully Paid
2019-05-01,5612,12.82, 36 months,D,MORTGAGE,debt_consolidation,83104.0,6.51,846,Fully Paid
2019-05-01,15675,13.73, 60 months,C,OWN,debt_consolidation,15000.0,14.43,600,Fully Paid
2019-05-01,30465,17.6, 36 months,E,MORTGAGE,small_business,92346.0,1.85,734,Fully Paid
2019-05-01,29035,14.11, 60 months,D,MORTGAGE,debt_consolidation,84026.0,28.6,812,Charged Off
2019-05-01,24308,5.0, 60 months,A,RENT,home_improvement,40860.0,11.11,606,Fully Paid
2019-05-01,18459,19.85, 36 months,E,MORTGAGE,credit_card,67774.0,15.56,649,Fully Paid
2019-05-01,30539,12.32, 36 months,C,MORTGAGE,other,23928.0,16.74,603,Charged Off
2019-05-01,12933,15.97, 36 months,D,MORTGAGE,small_business,51766.0,17.48,738,Fully Paid
2019-05-01,29967,12.96, 36 months,C,RENT,other,95959.0,18.06,701,Fully Paid
2019-05-01,15679,20.5, 36 months,F,OWN,debt_consolidation,87002.0,24.46,619,Charged Off
2019-05-01,27635,15.06, 36 months,D,RENT,debt_consolidation,19369.0,17.64,658,Fully Paid
2019-05-01,1142,5.59, 36 months,B,RENT,credit_card,52208.0,15.42,807,Fully Paid
2019-05-01,16326,5.0, 36 months,A,RENT,debt_consolidation,45307.0,27.72,626,Fully Paid
2019-05-01,18662,19.33, 60 months,F,OWN,credit_card,83434.0,21.19,753,Fully Paid
2019-05-01,3854,12.23, 36 months,C,OWN,credit_card,77583.0,6.92,659,Fully Paid
2019-05-01,24890,17.5, 36 months,E,MORTGAGE,debt_consolidation,95084.0,16.87,732,Fully Paid
2019-05-01,20656,6.22, 36 months,B,RENT,debt_consolidation,22471.0,10.39,741,Fully Paid
2019-06-01,29033,12.42, 60 months,D,MORTGAGE,debt_consolidation,37643.0,22.53,784,Fully Paid
2019-06-01,15835,15.19, 36 months,D,OWN,debt_consolidation,34880.0,2.38,738,Fully Paid
2019-06-01,11499,5.7, 36 months,B,RENT,debt_consolidation,83970.0,7.29,749,Fully Paid
2019-06-01,4552,17.73, 36 months,E,RENT,small_business,98548.0,6.22,682,Fully Paid
2019-06-01,4290,16.65, 36 months,E,RENT,debt_consolidation,67464.0,16.11,849,Fully Paid
2019-06-01,23513,17.96, 36 months,E,MORTGAGE,debt_consolidation,87620.0,13.53,718,Fully Paid
2019-06-01,29874,7.82, 60 months,B,MORTGAGE,debt_consolidation,42686.0,0.0,739,Fully Paid
2019-06-01,17104,12.74, 36 months,C,RENT,credit_card,79951.0,14.19,702,Fully Paid
2019-06-01,25619,20.27, 36 months,F,RENT,debt_consolidation,87927.0,0.97,789,Fully Paid
2019-06-01,17352,7.29, 60 months,B,MORTGAGE,other,131238.0,25.48,778,Fully Paid
2019-06-01,18015,11.17, 36 months,C,OWN,debt_consolidation,103104.0,16.73,776,Fully Paid
2019-06-01,33484,15.82, 36 months,D,RENT,credit_card,106786.0,23.76,664,Fully Paid
2019-06-01,13754,6.23, 36 months,B,MORTGAGE,debt_consolidation,81458.0,22.93,767,Fully Paid
2019-06-01,33016,7.2, 36 months,B,MORTGAGE,debt_consolidation,72177.0,3.53,798,Fully Paid
2019-06-01,20633,5.0, 60 months,A,MORTGAGE,debt_consolidation,78557.0,21.92,687,Fully Paid
2019-06-01,11201,21.61, 60 months,F,MORTGAGE,debt_consolidation,64420.0,30.37,601,Fully Paid
2019-06-01,5675,5.0, 36 months,A,RENT,credit_card,93948.0,21.25,789,Fully Paid
2019-06-01,33791,5.0, 36 months,A,OWN,credit_card,119818.0,21.21,648,Fully Paid
2019-06-01,32314,11.0, 36 months,C,MORTGAGE,debt_consolidation,86826.0,9.39,724,Fully Paid
2019-06-01,32610,14.27, 60 months,D,MORTGAGE,debt_consolidation,60404.0,17.85,712,Fully Paid
2019-06-01,5205,19.32, 36 months,F,OWN,debt_consolidation,139509.0,8.12,716,Fully Paid
2019-06-01,17933,13.57, 36 months,C,OWN,debt_consolidation,73921.0,18.07,660,Fully Paid
2019-06-01,31706,15.67, 36 months,D,RENT,debt_consolidation,24124.0,19.09,707,Fully Paid
2019-06-01,8077,5.0, 36 months,A,MORTGAGE,debt_consolidation,42805.0,14.91,677,Fully Paid
2019-06-01,8080,22.06, 36 months,G,RENT,debt_consolidation,62256.0,19.04,827,Fully Paid
2019-06-01,8880,11.66, 60 months,C,RENT,small_business,57206.0,21.49,752,Fully Paid
2019-06-01,14948,13.28, 36 months,D,OWN,home_improvement,39742.0,16.6,839,Fully Paid
2019-06-01,22377,23.51, 36 months,G,OWN,other,48087.0,6.3,746,Fully Paid
2019-06-01,11279,17.44, 60 months,E,MORTGAGE,other,95396.0,10.95,762,Fully Paid
2019-06-01,22098,10.73, 36 months,C,RENT,debt_consolidation,64030.0,16.58,772,Fully Paid
2019-06-01,34776,11.84, 36 months,C,MORTGAGE,credit_card,49500.0,12.82,764,Fully Paid
2019-06-01,5318,5.0, 36 months,A,RENT,debt_consolidation,95135.0,14.28,741,Fully Paid
2019-06-01,24319,16.72, 36 months,E,RENT,debt_consolidation,95742.0,12.61,758,Fully Paid
2019-06-01,17960,5.0, 36 months,A,OWN,credit_card,113425.0,22.79,722,Fully Paid
2019-06-01,9245,5.0, 36 months,A,RENT,small_business,53673.0,17.71,748,Fully Paid
2019-06-01,22755,8.02, 36 months,B,OWN,credit_card,63006.0,0.0,648,Charged Off
2019-06-01,29076,5.0, 60 months,A,MORTGAGE,credit_card,75688.0,19.91,638,Charged Off
2019-06-01,32583,14.23, 36 months,D,RENT,debt_consolidation,31196.0,15.04,776,Fully Paid
2019-06-01,22969,16.52, 60 months,E,OWN,debt_consolidation,70027.0,24.14,771,Fully Paid
2019-06-01,18426,5.0, 36 months,A,OWN,debt_consolidation,83422.0,9.04,776,Fully Paid
2019-06-01,33216,12.12, 36 months,C,RENT,debt_consolidation,83484.0,18.66,669,Fully Paid
2019-07-01,16236,8.41, 36 months,B,RENT,debt_consolidation,51335.0,13.24,628,Fully Paid
2019-07-01,28926,14.46, 60 months,D,RENT,credit_card,113262.0,7.37,836,Fully Paid
2019-07-01,16905,13.61, 36 months,D,MORTGAGE,small_business,132780.0,12.04,806,Fully Paid
2019-07-01,28190,5.0, 60 months,A,RENT,debt_consolidation,94152.0,9.76,689,Fully Paid
2019-07-01,30876,16.37, 36 months,D,RENT,small_business,63843.0,11.01,666,Fully Paid
2019-07-01,10976,7.22, 36 months,B,RENT,small_business,52399.0,21.64,755,Fully Paid
2019-07-01,7793,5.0, 36 months,A,MORTGAGE,home_improvement,87963.0,8.47,796,Fully Paid
2019-07-01,1007,11.19, 36 months,C,MORTGAGE,debt_consolidation,57831.0,22.49,814,Fully Paid
2019-07-01,12805,12.22, 36 months,C,RENT,credit_card,56643.0,27.6,695,Fully Paid
2019-07-01,34958,6.99, 36 months,B,RENT,other,83540.0,6.4,718,Fully Paid
2019-07-01,24751,8.05, 60 months,B,RENT,debt_consolidation,65452.0,15.32,684,Fully Paid
2019-07-01,14225,7.35, 36 months,B,MORTGAGE,debt_consolidation,102901.0,18.9,689,Fully Paid
2019-07-01,32622,25.21, 36 months,G,MORTGAGE,debt_consolidation,43390.0,14.5,709,Fully Paid
2019-07-01,5657,15.46, 36 months,D,MORTGAGE,debt_consolidation,51674.0,16.58,793,Fully Paid
2019-07-01,7895,5.0, 36 months,A,RENT,credit_card,103695.0,14.86,714,Fully Paid
2019-07-01,29386,9.73, 36 months,B,RENT,debt_consolidation,99632.0,19.74,627,Fully Paid
2019-07-01,16481,12.6, 36 months,C,RENT,debt_consolidation,41436.0,27.05,687,Fully Paid
2019-07-01,21302,14.63, 60 months,D,MORTGAGE,debt_consolidation,78106.0,9.29,723,Charged Off
2019-07-01,7729,18.26, 36 months,F,MORTGAGE,debt_consolidation,81640.0,14.85,800,Fully Paid
2019-07-01,10434,5.54, 36 months,B,MORTGAGE,credit_card,61070.0,0.0,839,Fully Paid
2019-07-01,24185,13.81, 60 months,D,RENT,credit_card,73253.0,24.47,815,Fully Paid
2019-07-01,15971,5.0, 36 months,A,RENT,debt_consolidation,91118.0,22.6,699,Fully Paid
2019-07-01,1944,12.92, 36 months,C,RENT,debt_consolidation,62529.0,18.46,735,Fully Paid
2019-07-01,29199,5.0, 36 months,A,RENT,debt_consolidation,72144.0,23.82,722,Fully Paid
2019-07-01,9457,25.91, 36 months,G,MORTGAGE,debt_consolidation,35120.0,13.04,639,Fully Paid
2019-07-01,5811,10.19, 60 months,C,RENT,other,96268.0,13.21,827,Fully Paid
2019-07-01,6370,5.43, 36 months,B,MORTGAGE,home_improvement,45578.0,28.14,762,Fully Paid
2019-07-01,18617,14.51, 36 months,D,MORTGAGE,debt_consolidation,67787.0,9.18,714,Fully Paid
2019-07-01,17798,9.39, 36 months,B,MORTGAGE,debt_consolidation,39087.0,31.33,608,Charged Off
2019-07-01,13378,13.8, 36 months,D,MORTGAGE,debt_consolidation,22797.0,13.89,680,Fully Paid
2019-07-01,12024,15.85, 36 months,D,RENT,debt_consolidation,85217.0,17.74,634,Fully Paid
2019-07-01,29995,5.0, 60 months,A,RENT,credit_card,91357.0,8.11,630,Fully Paid
2019-07-01,27700,5.0, 36 months,A,RENT,home_improvement,68646.0,12.23,648,Fully Paid
2019-07-01,32180,5.0, 36 months,A,OWN,small_business,96292.0,7.97,688,Fully Paid
2019-08-01,21565,14.13, 36 months,C,RENT,credit_card,56392.0,9.83,627,Charged Off
2019-08-01,18597,15.2, 60 months,D,RENT,debt_consolidation,59310.0,12.36,726,Fully Paid
2019-08-01,4637,12.38, 36 months,D,MORTGAGE,debt_consolidation,75748.0,20.6,798,Fully Paid
2019-08-01,15292,5.0, 36 months,A,OWN,other,102377.0,11.05,636,Fully Paid
2019-08-01,27418,15.49, 60 months,D,MORTGAGE,debt_consolidation,109096.0,9.67,732,Fully Paid
2019-08-01,16946,16.4, 36 months,D,RENT,debt_consolidation,100466.0,16.01,655,Fully Paid
2019-08-01,27119,11.22, 60 months,C,RENT,debt_consolidation,47366.0,5.49,804,Charged Off
2019-08-01,23436,8.17, 36 months,B,RENT,credit_card,125293.0,10.11,748,Fully Paid
2019-08-01,25955,16.23, 36 months,D,MORTGAGE,other,80972.0,2.27,741,Fully Paid
2019-08-01,19161,13.78, 36 months,D,RENT,debt_consolidation,65465.0,5.81,835,Fully Paid
2019-08-01,3498,5.0, 36 months,A,OWN,debt_consolidation,58203.0,8.93,791,Fully Paid
2019-08-01,3537,7.24, 36 months,B,OWN,credit_card,67806.0,25.77,664,Fully Paid
2019-08-01,26398,6.48, 36 months,B,RENT,other,87825.0,11.25,810,Fully Paid
2019-08-01,16552,13.82, 60 months,C,RENT,credit_card,34665.0,6.91,660,Charged Off
2019-08-01,2157,8.68, 60 months,B,MORTGAGE,debt_consolidation,22182.0,8.82,702,Fully Paid
2019-08-01,30479,5.0, 36 months,A,RENT,other,66156.0,10.51,756,Fully Paid
2019-08-01,2589,5.0, 60 months,A,RENT,debt_consolidation,69076.0,11.65,605,Charged Off
2019-08-01,6436,17.54, 36 months,E,OWN,debt_consolidation,65184.0,26.74,687,Charged Off
2019-08-01,10409,5.01, 36 months,B,OWN,debt_consolidation,81868.0,6.92,846,Fully Paid
2019-08-01,11926,7.73, 36 months,B,MORTGAGE,debt_consolidation,69342.0,18.19,696,Fully Paid
2019-08-01,32309,13.36, 36 months,D,MORTGAGE,home_improvement,57291.0,14.88,820,Fully Paid
2019-08-01,20106,10.88, 36 months,C,OWN,debt_consolidation,73789.0,20.93,800,Fully Paid
2019-08-01,31763,17.92, 36 months,E,MORTGAGE,small_business,18652.0,4.29,656,Fully Paid
2019-08-01,5338,13.29, 36 months,D,RENT,debt_consolidation,45529.0,17.72,809,Fully Paid
2019-08-01,5411,6.64, 36 months,B,MORTGAGE,debt_consolidation,90866.0,17.62,702,Fully Paid
2019-08-01,5471,7.14, 60 months,B,MORTGAGE,debt_consolidation,15000.0,23.83,729,Fully Paid
2019-08-01,20575,5.0, 36 months,A,RENT,credit_card,83535.0,18.65,613,Fully Paid
2019-08-01,4172,5.0, 36 months,A,RENT,small_business,80053.0,4.96,835,Fully Paid
2019-08-01,2307,10.94, 60 months,C,RENT,credit_card,61183.0,26.4,742,Fully Paid
2019-08-01,18405,13.51, 36 months,C,MORTGAGE,debt_consolidation,63443.0,19.12,668,Fully Paid
2019-08-01,32606,5.0, 36 months,A,MORTGAGE,credit_card,79559.0,8.62,729,Fully Paid
2019-08-01,21287,16.53, 36 months,D,MORTGAGE,other,42565.0,16.22,710,Fully Paid
2019-08-01,12087,5.0, 36 months,A,MORTGAGE,debt_consolidation,87437.0,12.24,789,Fully Paid
2019-08-01,20872,11.42, 36 months,D,MORTGAGE,home_improvement,47081.0,19.17,843,Fully Paid
2019-08-01,19645,25.49, 36 months,G,RENT,home_improvement,71780.0,22.01,667,Fully Paid
2019-08-01,16911,7.6, 60 months,B,RENT,debt_consolidation,59716.0,0.86,718,Fully Paid
2019-09-01,2669,19.83, 36 months,E,MORTGAGE,home_improvement,67325.0,6.65,606,Fully Paid
2019-09-01,32780,6.88, 36 months,B,MORTGAGE,debt_consolidation,46192.0,24.12,684,Fully Paid
2019-09-01,29439,5.0, 36 months,A,RENT,credit_card,94668.0,9.37,697,Fully Paid
2019-09-01,1658,10.53, 60 months,C,MORTGAGE,credit_card,101121.0,7.4,842,Fully Paid
2019-09-01,18829,16.08, 36 months,E,MORTGAGE,debt_consolidation,77341.0,3.72,821,Fully Paid
2019-09-01,7220,16.53, 36 months,D,MORTGAGE,home_improvement,45470.0,16.48,620,Fully Paid
2019-09-01,10501,16.96, 36 months,E,OWN,credit_card,63363.0,0.0,710,Fully Paid
2019-09-01,17735,24.61, 36 months,G,OWN,credit_card,84982.0,5.06,672,Charged Off
2019-09-01,6132,6.02, 36 months,B,RENT,debt_consolidation,91519.0,17.94,775,Fully Paid
2019-09-01,4001,23.56, 36 months,G,OWN,debt_consolidation,86283.0,7.04,753,Fully Paid
2019-09-01,7146,13.92, 36 months,C,MORTGAGE,debt_consolidation,49922.0,14.33,661,Fully Paid
2019-09-01,24347,6.56, 60 months,B,MORTGAGE,other,78697.0,10.75,725,Fully Paid
2019-09-01,7960,11.76, 36 months,C,OWN,debt_consolidation,103176.0,15.61,723,Fully Paid
2019-09-01,11892,9.33, 60 months,B,MORTGAGE,home_improvement,67227.0,12.54,611,Fully Paid
2019-09-01,26745,5.0, 60 months,A,OWN,credit_card,60780.0,19.78,705,Fully Paid
2019-09-01,32559,15.14, 60 months,D,MORTGAGE,credit_card,78979.0,6.71,675,Charged Off
2019-09-01,3165,5.0, 60 months,A,MORTGAGE,debt_consolidation,91088.0,8.82,616,Fully Paid
2019-09-01,20952,15.96, 60 months,E,RENT,credit_card,73980.0,0.0,813,Fully Paid
2019-09-01,19268,13.37, 36 months,D,OWN,debt_consolidation,56204.0,9.45,828,Fully Paid
2019-09-01,6234,5.0, 36 months,A,RENT,debt_consolidation,36510.0,16.56,839,Fully Paid
2019-09-01,22863,26.13, 60 months,G,OWN,debt_consolidation,34617.0,15.31,622,Charged Off
2019-09-01,29443,13.49, 36 months,D,MORTGAGE,small_business,60666.0,7.72,780,Fully Paid
2019-09-01,21076,5.0, 36 months,A,OWN,debt_consolidation,83217.0,13.41,835,Fully Paid
2019-09-01,20125,8.43, 36 months,B,RENT,home_improvement,81340.0,12.95,726,Fully Paid
2019-09-01,6570,9.37, 36 months,B,RENT,home_improvement,80891.0,3.29,605,Fully Paid
2019-09-01,5441,20.18, 60 months,F,MORTGAGE,other,45607.0,7.26,647,Fully Paid
2019-09-01,18405,5.0, 36 months,A,MORTGAGE,small_business,134797.0,37.21,840,Fully Paid
2019-09-01,3261,5.0, 36 months,B,RENT,debt_consolidation,82908.0,22.69,819,Fully Paid
2019-09-01,20341,10.47, 36 months,C,OWN,debt_consolidation,105256.0,9.62,840,Fully Paid
2019-09-01,17323,5.0, 36 months,A,OWN,home_improvement,80934.0,0.0,659,Fully Paid
2019-09-01,4185,15.53, 36 months,D,RENT,debt_consolidation,41916.0,18.14,688,Fully Paid
2019-09-01,14325,15.76, 36 months,D,OWN,small_business,66541.0,2.06,675,Charged Off
2019-09-01,15155,7.39, 36 months,B,RENT,debt_consolidation,108943.0,13.98,656,Fully Paid
2019-09-01,9838,5.0, 36 months,A,OWN,other,50860.0,11.02,722,Fully Paid
2019-09-01,31656,16.2, 36 months,E,OWN,debt_consolidation,56065.0,14.65,788,Fully Paid
2019-09-01,15745,19.89, 36 months,E,MORTGAGE,small_business,88631.0,12.63,681,Charged Off
2019-09-01,29833,5.0, 60 months,A,RENT,debt_consolidation,97964.0,9.53,796,Fully Paid
2019-09-01,28290,5.0, 36 months,A,OWN,debt_consolidation,96687.0,28.0,830,Fully Paid
2019-09-01,20387,12.55, 36 months,D,MORTGAGE,debt_consolidation,41690.0,9.45,832,Fully Paid
2019-09-01,9895,13.14, 60 months,C,OWN,debt_consolidation,35510.0,14.91,627,Fully Paid
2019-09-01,15539,16.08, 36 months,E,RENT,debt_consolidation,50920.0,21.84,747,Fully Paid
2019-10-01,29331,24.23, 36 months,G,RENT,debt_consolidation,93630.0,21.14,744,Fully Paid
2019-10-01,3541,9.91, 36 months,C,RENT,debt_consolidation,93000.0,18.65,775,Fully Paid
2019-10-01,8395,10.03, 60 months,C,MORTGAGE,credit_card,40419.0,7.53,815,Fully Paid
2019-10-01,15871,5.0, 36 months,A,RENT,debt_consolidation,70430.0,0.92,738,Fully Paid
2019-10-01,24249,7.44, 36 months,B,RENT,other,71500.0,17.3,640,Charged Off
2019-10-01,27081,22.6, 60 months,G,OWN,credit_card,58648.0,18.96,828,Fully Paid
2019-10-01,31375,7.83, 36 months,B,MORTGAGE,small_business,78963.0,10.65,633,Fully Paid
2019-10-01,33260,5.0, 36 months,A,MORTGAGE,credit_card,60261.0,9.51,790,Fully Paid
2019-10-01,9508,15.24, 60 months,E,MORTGAGE,debt_consolidation,68877.0,13.63,834,Fully Paid
2019-10-01,8377,15.48, 36 months,D,MORTGAGE,other,103896.0,10.64,718,Charged Off
2019-10-01,32102,5.0, 60 months,A,RENT,debt_consolidation,76422.0,22.26,796,Fully Paid
2019-10-01,18469,12.67, 60 months,C,RENT,debt_consolidation,88266.0,8.52,715,Fully Paid
2019-10-01,13110,8.6, 36 months,B,RENT,debt_consolidation,89194.0,0.0,634,Fully Paid
2019-10-01,27079,13.85, 36 months,C,OWN,debt_consolidation,35300.0,30.08,634,Fully Paid
2019-10-01,33836,5.0, 36 months,A,RENT,small_business,68081.0,19.08,677,Fully Paid
2019-10-01,10479,5.0, 36 months,A,RENT,debt_consolidation,66211.0,8.03,655,Fully Paid
2019-10-01,15398,9.21, 36 months,C,RENT,debt_consolidation,99932.0,20.41,807,Fully Paid
2019-10-01,27557,9.87, 36 months,C,RENT,debt_consolidation,43568.0,14.51,838,Charged Off
2019-10-01,2345,7.84, 36 months,B,OWN,debt_consolidation,79341.0,14.92,701,Fully Paid
2019-10-01,20507,6.35, 60 months,B,RENT,debt_consolidation,20465.0,9.64,780,Fully Paid
2019-10-01,2246,15.82, 36 months,E,MORTGAGE,debt_consolidation,58318.0,0.0,802,Charged Off
2019-10-01,25055,5.0, 60 months,A,MORTGAGE,credit_card,55322.0,20.23,792,Fully Paid
2019-10-01,9908,18.57, 36 months,E,RENT,debt_consolidation,71498.0,17.23,653,Fully Paid
2019-10-01,33567,12.05, 60 months,C,RENT,other,68710.0,17.07,736,Fully Paid
2019-10-01,22613,10.7, 36 months,C,MORTGAGE,small_business,100500.0,24.11,839,Fully Paid
2019-10-01,4038,12.83, 36 months,D,RENT,debt_consolidation,35668.0,12.96,809,Fully Paid
2019-10-01,10292,5.0, 36 months,A,OWN,debt_consolidation,28231.0,14.34,754,Fully Paid
2019-10-01,19098,5.0, 36 months,A,MORTGAGE,debt_consolidation,110164.0,15.74,642,Fully Paid
2019-10-01,22473,16.29, 36 months,D,OWN,debt_consolidation,49102.0,23.46,627,Charged Off
2019-10-01,15226,6.4, 36 months,B,MORTGAGE,other,63907.0,26.92,689,Charged Off
2019-11-01,12364,9.45, 36 months,B,RENT,debt_consolidation,97382.0,18.23,650,Fully Paid
2019-11-01,27325,13.29, 36 months,C,MORTGAGE,credit_card,53900.0,24.86,638,Fully Paid
2019-11-01,2242,9.28, 36 months,B,MORTGAGE,debt_consolidation,70326.0,9.51,609,Fully Paid
2019-11-01,11938,6.67, 36 months,B,MORTGAGE,debt_consolidation,77166.0,9.5,829,Fully Paid
2019-11-01,9743,10.32, 36 months,C,MORTGAGE,small_business,15000.0,19.08,840,Fully Paid
2019-11-01,23393,15.3, 36 months,D,OWN,debt_consolidation,83579.0,16.77,639,Charged Off
2019-11-01,10322,5.0, 36 months,A,MORTGAGE,debt_consolidation,92400.0,6.54,736,Fully Paid
2019-11-01,27109,18.52, 36 months,E,RENT,credit_card,74918.0,0.0,604,Fully Paid
2019-11-01,15402,5.0, 60 months,A,MORTGAGE,small_business,90047.0,23.95,811,Fully Paid
2019-11-01,14349,5.0, 36 months,A,MORTGAGE,credit_card,77090.0,22.81,779,Fully Paid
2019-11-01,13958,13.05, 36 months,C,MORTGAGE,credit_card,105149.0,21.15,648,Fully Paid
2019-11-01,19609,14.04, 60 months,D,RENT,debt_consolidation,117042.0,14.99,706,Fully Paid
2019-11-01,23544,5.0, 36 months,A,OWN,debt_consolidation,102284.0,4.35,695,Fully Paid
2019-11-01,22067,10.18, 36 months,C,MORTGAGE,debt_consolidation,130459.0,7.38,824,Fully Paid
